,발생년,발생년월일시분,주야,요일,사망자수,사상자수,중상자수,경상자수,발생지시도,발생지시군구,사고유형_대분류,사고유형,법규위반_대분류,법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,경도,위도
6712,2017,2017-10-12 23:00,야간,목,1,1,0,0,부산,사상구,차대사람,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,128.96269009999997,35.12630713
6713,2017,2017-10-13 03:00,야간,금,1,2,1,0,대전,서구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,이륜차,승용차,127.39714178,36.33502001
6714,2017,2017-10-13 06:00,주간,금,1,1,0,0,대전,유성구,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,127.32602153,36.37850904
6715,2017,2017-10-13 07:00,주간,금,1,1,0,0,대구,수성구,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,128.61260647,35.85961251
6716,2017,2017-10-13 10:00,주간,금,1,1,0,0,서울,동대문구,차대사람,횡단중,운전자법규위반,신호위반,기타,기타,화물차,보행자,127.06526098,37.59105404
6717,2017,2017-10-13 11:00,주간,금,1,1,0,0,전북,부안군,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,화물차,126.66456718,35.77365703
6718,2017,2017-10-13 13:00,주간,금,1,1,0,0,인천,강화군,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,건설기계,보행자,126.37970772,37.70121037
6719,2017,2017-10-13 16:00,주간,금,1,22,9,12,충북,음성군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,승합차,127.65450052,37.13783335
6720,2017,2017-10-13 17:00,주간,금,1,1,0,0,서울,양천구,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,126.87119597,37.51527798
6721,2017,2017-10-13 17:00,주간,금,1,1,0,0,경남,사천시,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,원동기장치자전거,승용차,128.09329105,34.93941423
6722,2017,2017-10-13 18:00,야간,금,1,1,0,0,경남,진주시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,128.08541874,35.17769567
6723,2017,2017-10-13 18:00,야간,금,1,1,0,0,경기,고양시,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,126.83856829999999,37.66172937
6724,2017,2017-10-13 18:00,야간,금,1,1,0,0,경북,경산시,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,128.75154203,35.81798219
6725,2017,2017-10-13 18:00,야간,금,1,1,0,0,경북,예천군,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,이륜차,보행자,128.45233628,36.65460497
6726,2017,2017-10-13 19:00,야간,금,1,3,1,1,충남,공주시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.05472827,36.46985132
6727,2017,2017-10-13 20:00,야간,금,1,1,0,0,서울,강북구,차대사람,기타,운전자법규위반,기타(운전자법규위반),단일로,기타단일로,승합차,보행자,127.0207692,37.62086944
6728,2017,2017-10-13 23:00,야간,금,1,4,1,2,전북,정읍시,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,126.9094619,35.63391469
6729,2017,2017-10-14 04:00,야간,토,1,1,0,0,부산,사하구,차대사람,횡단중,운전자법규위반,과속,교차로,교차로부근,승용차,보행자,128.96427225,35.10427391
6730,2017,2017-10-14 06:00,주간,토,1,2,0,1,경기,포천시,차대차,기타,운전자법규위반,안전운전 의무 불이행,단일로,터널안,승용차,농기계,127.26896196,37.95109428
6731,2017,2017-10-14 06:00,주간,토,1,1,0,0,경남,진주시,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,128.08619237,35.18908041
6732,2017,2017-10-14 10:00,주간,토,1,1,0,0,강원,강릉시,차대사람,횡단중,운전자법규위반,과속,교차로,교차로부근,화물차,보행자,128.86579232,37.75773699
6733,2017,2017-10-14 11:00,주간,토,1,1,0,0,전남,영암군,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,이륜차,화물차,126.64048682,34.79399306
6734,2017,2017-10-14 12:00,주간,토,1,3,1,1,강원,양양군,차대차,정면충돌,운전자법규위반,중앙선 침범,기타,기타,이륜차,승용차,128.54156413,38.00948325
6735,2017,2017-10-14 13:00,주간,토,1,1,0,0,경북,성주군,차량단독,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,128.29082307,35.92359915
6736,2017,2017-10-14 13:00,주간,토,1,1,0,0,전북,무주군,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,127.63766305,35.91850265
6737,2017,2017-10-14 14:00,주간,토,1,1,0,0,경기,화성시,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,126.8351369,37.10606159
6738,2017,2017-10-14 15:00,주간,토,1,1,0,0,광주,남구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,126.90167199,35.11389101
6739,2017,2017-10-14 16:00,주간,토,1,1,0,0,경북,구미시,차대사람,차도통행중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,화물차,보행자,128.33189727,36.12735023
6740,2017,2017-10-14 18:00,야간,토,1,2,1,0,충북,충주시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,건설기계,127.83149646,37.07836425
6741,2017,2017-10-14 18:00,야간,토,1,1,0,0,경북,상주시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,128.16075776,36.40491044
6742,2017,2017-10-14 18:00,야간,토,1,1,0,0,전남,곡성군,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.25591993,35.13680384
6743,2017,2017-10-14 19:00,야간,토,1,2,0,1,제주,제주시,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,126.50261434,33.51443698
6744,2017,2017-10-14 19:00,야간,토,1,1,0,0,강원,철원군,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.28524309,38.14074572
6745,2017,2017-10-14 20:00,야간,토,1,1,0,0,전북,김제시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,126.9569075,35.90257617
6746,2017,2017-10-14 23:00,야간,토,1,1,0,0,경기,이천시,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로내,승용차,보행자,127.45364138,37.2732629
6747,2017,2017-10-15 04:00,야간,일,1,1,0,0,경기,양주시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,127.07346899,37.8372095
6748,2017,2017-10-15 06:00,주간,일,1,1,0,0,광주,서구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,126.85536554,35.15074254
6749,2017,2017-10-15 06:00,주간,일,1,1,0,0,광주,서구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,126.85537048,35.15067223
6750,2017,2017-10-15 06:00,주간,일,1,1,0,0,서울,광진구,차대차,기타,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승용차,자전거,127.10871023,37.54377699
6751,2017,2017-10-15 07:00,주간,일,1,1,0,0,부산,강서구,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.84367389,35.11099227
6752,2017,2017-10-15 09:00,주간,일,1,2,1,0,서울,영등포구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,126.89985457,37.52706351
6753,2017,2017-10-15 09:00,주간,일,1,1,0,0,대전,유성구,차량단독,전도,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,127.28394062,36.36017521
6754,2017,2017-10-15 11:00,주간,일,1,1,0,0,서울,동대문구,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.04532636,37.57968507
6755,2017,2017-10-15 12:00,주간,일,2,6,4,0,충북,보은군,차대차,기타,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,승용차,승용차,127.73828747,36.49604723
6756,2017,2017-10-15 12:00,주간,일,1,1,0,0,경북,상주시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),화물차,128.0790807,36.34072939
6757,2017,2017-10-15 14:00,주간,일,1,1,0,0,강원,강릉시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,128.9082506,37.76829114
6758,2017,2017-10-15 17:00,주간,일,1,1,0,0,경북,칠곡군,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,128.38448221,36.02112249
6759,2017,2017-10-15 18:00,야간,일,1,1,0,0,충남,천안시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,127.29217268,36.75013744
6760,2017,2017-10-15 18:00,야간,일,1,1,0,0,전북,완주군,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승합차,보행자,127.10313466,35.92601303
6761,2017,2017-10-15 20:00,야간,일,1,1,0,0,전남,영암군,차대사람,횡단중,운전자법규위반,과속,교차로,교차로내,승용차,보행자,126.38980185,34.73270706
6762,2017,2017-10-15 21:00,야간,일,1,1,0,0,서울,서초구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.05351521,37.45994407
6763,2017,2017-10-15 22:00,야간,일,1,1,0,0,충북,청주시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.48547382,36.613201200000006
6764,2017,2017-10-15 23:00,야간,일,1,1,0,0,경기,성남시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,127.16223611,37.42463756
6765,2017,2017-10-16 07:00,주간,월,1,1,0,0,대전,유성구,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,127.3637613,36.36526938
6766,2017,2017-10-16 12:00,주간,월,1,4,3,0,전북,김제시,차대차,추돌,운전자법규위반,안전거리 미확보,교차로,교차로부근,화물차,화물차,126.98561581,35.78660273
6767,2017,2017-10-16 14:00,주간,월,1,1,0,0,전남,나주시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,126.75180136,34.91689042
6768,2017,2017-10-16 16:00,주간,월,1,2,1,0,경기,평택시,차대차,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,특수차,126.98892866,37.05921119
6769,2017,2017-10-16 16:00,주간,월,1,1,0,0,경남,거제시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.50827508,34.90288278
6770,2017,2017-10-16 18:00,야간,월,1,1,0,0,경기,광주시,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,127.25714596,37.42624073
6771,2017,2017-10-16 19:00,야간,월,1,2,1,0,대전,서구,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,보행자,127.38181407,36.3319496
6772,2017,2017-10-16 19:00,야간,월,1,1,0,0,인천,서구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,126.67452284,37.48247242
6773,2017,2017-10-16 20:00,야간,월,1,2,0,1,강원,철원군,차대사람,차도통행중,운전자법규위반,과속,단일로,기타단일로,화물차,보행자,127.32702694,38.17701848
6774,2017,2017-10-16 21:00,야간,월,1,2,0,1,경북,경주시,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,129.33558438,35.672662
6775,2017,2017-10-16 21:00,야간,월,1,1,0,0,서울,은평구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로횡단보도내,원동기장치자전거,승용차,126.92274736,37.60660411
6776,2017,2017-10-17 00:00,야간,화,1,1,0,0,서울,마포구,차대사람,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,보행자,126.90791272,37.56425772
6777,2017,2017-10-17 01:00,야간,화,1,1,0,0,대전,대덕구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,127.41783649,36.37483904
6778,2017,2017-10-17 02:00,야간,화,1,1,0,0,부산,해운대구,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,129.13118033,35.21818081
6779,2017,2017-10-17 05:00,야간,화,1,2,1,0,서울,동작구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,원동기장치자전거,126.91423998,37.49653482
6780,2017,2017-10-17 06:00,주간,화,1,1,0,0,부산,수영구,차대사람,횡단중,운전자법규위반,신호위반,단일로,기타단일로,화물차,보행자,129.11383788,35.15707958
6781,2017,2017-10-17 06:00,주간,화,1,4,3,0,강원,평창군,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,화물차,128.39281444,37.38466689
6782,2017,2017-10-17 06:00,주간,화,1,1,0,0,경기,평택시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,이륜차,127.05944994,37.09246814
6783,2017,2017-10-17 08:00,주간,화,1,2,0,1,전북,정읍시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,승합차,126.76382857,35.553462599999996
6784,2017,2017-10-17 09:00,주간,화,1,1,0,0,경북,경산시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,화물차,이륜차,128.83423058,35.77047367
6785,2017,2017-10-17 09:00,주간,화,1,1,0,0,전남,해남군,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,126.50744118,34.55763811
6786,2017,2017-10-17 10:00,주간,화,1,1,0,0,전남,광양시,차대사람,보도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,127.57745654,34.97717876
6787,2017,2017-10-17 15:00,주간,화,1,13,3,9,경기,평택시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,127.1505413,37.00371918
6788,2017,2017-10-17 16:00,주간,화,1,1,0,0,강원,영월군,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,128.35945890000002,37.18041061
6789,2017,2017-10-17 17:00,주간,화,1,2,0,1,경북,김천시,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,승용차,128.25529045,36.17316957
6790,2017,2017-10-17 18:00,야간,화,1,2,1,0,전남,순천시,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,화물차,127.41314983,34.85685108
6791,2017,2017-10-17 18:00,야간,화,1,3,0,2,경기,가평군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승합차,농기계,127.50587636,37.8468146
6792,2017,2017-10-18 00:00,야간,수,1,1,0,0,충남,천안시,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.12533388,36.96192364
6793,2017,2017-10-18 00:00,야간,수,1,2,1,0,경기,안성시,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.15318712,36.99776844
6794,2017,2017-10-18 01:00,야간,수,1,1,0,0,전남,화순군,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승용차,없음,126.90795161,35.02696024
6795,2017,2017-10-18 04:00,야간,수,1,1,0,0,경기,수원시,차대사람,횡단중,운전자법규위반,과속,단일로,기타단일로,승용차,보행자,126.97411022,37.28104571
6796,2017,2017-10-18 08:00,주간,수,1,1,0,0,경북,김천시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,기타,자전거,128.24733102,36.15933571
6797,2017,2017-10-18 09:00,주간,수,1,1,0,0,강원,동해시,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,129.12644825,37.49474812
6798,2017,2017-10-18 09:00,주간,수,1,3,0,0,경기,하남시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,127.18431152,37.57991324
6799,2017,2017-10-18 10:00,주간,수,1,1,0,0,광주,동구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,승합차,보행자,126.93689923,35.14778733
6800,2017,2017-10-18 10:00,주간,수,1,4,0,3,충북,충주시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,127.84588695,36.98191481
6801,2017,2017-10-18 10:00,주간,수,1,1,0,0,경남,거창군,차대사람,차도통행중,운전자법규위반,신호위반,단일로,기타단일로,승용차,보행자,127.83665479999999,35.85080465
6802,2017,2017-10-18 13:00,주간,수,1,1,0,0,경기,평택시,차대사람,보도통행중,운전자법규위반,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,보행자,127.0857696,37.00141046
6803,2017,2017-10-18 14:00,주간,수,1,2,1,0,전북,고창군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,126.48700771,35.44023031
6804,2017,2017-10-18 18:00,야간,수,1,1,0,0,전남,순천시,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,단일로,기타단일로,승용차,보행자,127.50970316,34.89114689
6805,2017,2017-10-18 18:00,야간,수,1,1,0,0,경기,안성시,차대차,측면충돌,운전자법규위반,교차로 통행방법 위반,교차로,교차로내,이륜차,승용차,127.28791807,37.02923936
6806,2017,2017-10-18 22:00,야간,수,1,2,0,1,충북,단양군,차대사람,횡단중,운전자법규위반,신호위반,단일로,기타단일로,승합차,보행자,128.30370072,37.03285479
6807,2017,2017-10-19 00:00,야간,목,1,3,1,1,경기,안성시,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,승용차,127.29477813,37.01189874
6808,2017,2017-10-19 06:00,주간,목,1,1,0,0,전남,여수시,차대사람,기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,127.74361957,34.74670321
6809,2017,2017-10-19 06:00,주간,목,1,4,2,1,경기,김포시,차대차,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,126.70122636,37.64975696
6810,2017,2017-10-19 09:00,주간,목,1,1,0,0,경기,안양시,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로부근,승합차,보행자,126.95105551,37.39081935
6811,2017,2017-10-19 12:00,주간,목,1,1,0,0,광주,광산구,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,126.82515218,35.173758899999996
6812,2017,2017-10-19 14:00,주간,목,1,1,0,0,충남,태안군,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,126.28011457,36.73250967
6813,2017,2017-10-19 15:00,주간,목,1,1,0,0,충남,공주시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,127.06978045,36.35955095
6814,2017,2017-10-19 16:00,주간,목,1,1,0,0,대구,달성군,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,기타,기타,승용차,보행자,128.44293582,35.78955959
6815,2017,2017-10-19 18:00,야간,목,1,1,0,0,전북,완주군,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,127.1898449,36.05262645
6816,2017,2017-10-19 18:00,야간,목,2,5,2,1,전북,익산시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,127.10550045,36.05430796
6817,2017,2017-10-19 21:00,야간,목,1,1,0,0,부산,강서구,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,승용차,128.95858919,35.17687446
6818,2017,2017-10-19 23:00,야간,목,1,1,0,0,경남,김해시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,128.81707787,35.17750345
6819,2017,2017-10-20 00:00,야간,금,1,1,0,0,광주,광산구,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,교량위,승용차,없음,126.75778516,35.11873103
6820,2017,2017-10-20 05:00,야간,금,1,2,0,1,경기,부천시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,126.75525348,37.49394496
6821,2017,2017-10-20 06:00,주간,금,1,1,0,0,충남,서산시,차대차,측면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,자전거,승용차,126.44685148,36.77738003
6822,2017,2017-10-20 06:00,주간,금,1,1,0,0,서울,성북구,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,보행자,127.05139689,37.61551871
6823,2017,2017-10-20 11:00,주간,금,1,1,0,0,경기,구리시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.13871696,37.60059463
6824,2017,2017-10-20 11:00,주간,금,1,1,0,0,부산,부산진구,차대차,측면충돌,운전자법규위반,신호위반,교차로,교차로내,승용차,이륜차,129.02180193,35.15535954
6825,2017,2017-10-20 12:00,주간,금,2,2,0,0,서울,동대문구,차대사람,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,보행자,127.04314809,37.57845082
6826,2017,2017-10-20 13:00,주간,금,1,1,0,0,충남,예산군,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,이륜차,화물차,126.84125802,36.73292728
6827,2017,2017-10-20 14:00,주간,금,1,1,0,0,전북,장수군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,127.52438958,35.71704858
6828,2017,2017-10-20 15:00,주간,금,1,6,2,3,경기,고양시,차대차,정면충돌,운전자법규위반,중앙선 침범,단일로,기타단일로,화물차,승용차,126.90076513,37.69022822
6829,2017,2017-10-20 15:00,주간,금,1,1,0,0,대전,대덕구,차대차,측면충돌,운전자법규위반,부당한 회전,교차로,교차로내,이륜차,승합차,127.4182118,36.34644982
6830,2017,2017-10-20 17:00,주간,금,1,2,0,0,경기,양평군,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,127.73238202,37.54480055
6831,2017,2017-10-20 18:00,야간,금,1,1,0,0,세종,세종,차량단독,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,127.28879667,36.57141055
6832,2017,2017-10-20 18:00,야간,금,1,1,0,0,경남,창원시(통합),차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,128.58695518,35.21938833
6833,2017,2017-10-20 18:00,야간,금,1,1,0,0,전북,임실군,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,127.27881594,35.6841364
6834,2017,2017-10-20 18:00,야간,금,1,2,0,1,서울,노원구,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,127.05675613,37.66897929
6835,2017,2017-10-20 18:00,야간,금,1,1,0,0,경북,경주시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,자전거,129.20684617,35.83295051
6836,2017,2017-10-20 18:00,야간,금,1,1,0,0,경남,산청군,차대사람,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,127.83006324,35.27163555
6837,2017,2017-10-20 19:00,야간,금,1,1,0,0,강원,횡성군,차대사람,차도통행중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,128.16495263,37.420266399999996
6838,2017,2017-10-20 21:00,야간,금,1,1,0,0,경기,부천시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,126.81192954,37.51969769
6839,2017,2017-10-20 21:00,야간,금,1,1,0,0,대구,달서구,차대사람,횡단중,운전자법규위반,신호위반,교차로,교차로내,승용차,보행자,128.55706886,35.83740802
6840,2017,2017-10-20 22:00,야간,금,1,1,0,0,제주,서귀포시,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,126.47190066,33.25279915
6841,2017,2017-10-20 22:00,야간,금,1,6,3,2,광주,동구,차대차,기타,운전자법규위반,중앙선 침범,단일로,고가도로위,승용차,승용차,126.92240946,35.13886256
6842,2017,2017-10-21 01:00,야간,토,1,1,0,0,충남,태안군,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,126.34035719,36.50390099
6843,2017,2017-10-21 05:00,야간,토,1,11,0,0,경기,의왕시,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,126.95667607,37.32576585
6844,2017,2017-10-21 07:00,주간,토,1,1,0,0,대구,북구,차대차,측면충돌,운전자법규위반,신호위반,단일로,기타단일로,화물차,자전거,128.58419094,35.8899304
6845,2017,2017-10-21 08:00,주간,토,1,1,0,0,충북,청주시,차대차,측면충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로내,건설기계,자전거,127.30503566,36.60317477
6846,2017,2017-10-21 10:00,주간,토,1,1,0,0,전북,전주시,차대사람,횡단중,운전자법규위반,보행자 보호의무 위반,교차로,교차로내,승용차,보행자,127.12332606,35.83542518
6847,2017,2017-10-21 10:00,주간,토,1,1,0,0,전남,곡성군,차대사람,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,127.13896593,35.26862559
6848,2017,2017-10-21 14:00,주간,토,1,1,0,0,경북,구미시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,128.36915281,36.21138843
6849,2017,2017-10-21 16:00,주간,토,1,2,1,0,경기,포천시,차량단독,기타,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,127.23656253,38.00995259
6850,2017,2017-10-21 16:00,주간,토,2,2,0,0,경기,구리시,차대차,기타,운전자법규위반,중앙선 침범,단일로,기타단일로,승용차,승용차,127.14088669,37.62998508
6851,2017,2017-10-21 17:00,주간,토,1,3,2,0,전남,순천시,차량단독,공작물충돌,운전자법규위반,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,127.42726701,35.0977991
6852,2017,2017-10-21 18:00,야간,토,1,1,0,0,경북,예천군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,128.50510191,36.70641049
6853,2017,2017-10-21 18:00,야간,토,1,1,0,0,부산,부산진구,차대사람,횡단중,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,129.05917794,35.15253012
6854,2017,2017-10-21 18:00,야간,토,1,1,0,0,충남,논산시,차량단독,전도전복,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,127.01324024,36.17055957
6855,2017,2017-10-21 19:00,야간,토,1,1,0,0,인천,강화군,차대차,추돌,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,승용차,자전거,126.39001867,37.73240242
6856,2017,2017-10-21 19:00,야간,토,1,1,0,0,전북,순창군,차량단독,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,127.16294329,35.38045931
